animal_ID,experiment_date,acclimate_start,experiment_start,sex,dead,treatment_odor,Experiment_Acclimate,starve_date,starve_time,background,mean_speed_mm,%_time_L_half,%_time_R_half,PI_(L-R)
171116-06-bottom,171116,01:30:00 PM,01:45:00 PM,f,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,3.9706560909,0.5200222469,0.4799777531,0.0400444939
171116-07-top,171116,02:06:00 PM,02:21:00 PM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.6716600919,0.7791991101,0.2208008899,0.5583982202
171116-07-bottom,171116,02:06:00 PM,02:21:00 PM,f,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.9722114209,0.2931034483,0.7068965517,-0.4137931034
171116-08-top,171116,02:41:00 PM,02:56:00 PM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,1.6767792432,0.4549499444,0.5450500556,-0.0901001112
171116-08-bottom,171116,02:41:00 PM,02:56:00 PM,f,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.3922741443,0.5672969967,0.4327030033,0.1345939933
171116-09-top,171116,03:17:00 PM,03:32:00 PM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.9178668642,0.6195773081,0.3804226919,0.2391546162
171116-09-bottom,171116,03:17:00 PM,03:32:00 PM,f,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,1.8797100501,0.7302558398,0.2697441602,0.4605116796
171129-01-top,171129,02:09:00 PM,02:24:00 PM,m,False,milliQ_water_100uL,A,171128,13:45pm,gcamp,4.3351235426,0.3503893215,0.6496106785,-0.2992213571
171129-01-bottom,171129,02:09:00 PM,02:24:00 PM,,True,milliQ_water_100uL,A,171128,13:45pm,gcamp,2.239742621,0.0879243183,0.9120756817,-0.8241513634
171129-02-top,171129,02:44:00 PM,02:59:00 PM,m,False,milliQ_water_100uL,A,171128,13:45pm,gcamp,1.7437669003,0.3998887653,0.6001112347,-0.2002224694
171129-02-bottom,171129,02:44:00 PM,02:59:00 PM,f,False,milliQ_water_100uL,A,171128,14:45pm,gcamp,2.6066789784,0.4416017798,0.5583982202,-0.1167964405
171129-03-top,171129,03:19:00 PM,03:34:00 PM,m,False,milliQ_water_100uL,A,171128,14:45pm,gcamp,6.1392713325,0.3036707453,0.6963292547,-0.3926585095
171129-03-bottom,171129,03:19:00 PM,03:34:00 PM,m,False,milliQ_water_100uL,A,171128,14:45pm,gcamp,2.9543536303,0.3567056205,0.6432943795,-0.286588759
171129-04-top,171129,03:55:00 PM,04:10:00 PM,m,False,milliQ_water_100uL,A,171128,15:45pm,gcamp,4.3867643853,0.3387096774,0.6612903226,-0.3225806452
171129-04-bottom,171129,03:55:00 PM,04:10:00 PM,m,False,milliQ_water_100uL,A,171128,15:45pm,gcamp,2.0375347384,0.6134593993,0.3865406007,0.2269187987
171129-05-top,171129,04:29:00 PM,04:44:00 PM,m,False,milliQ_water_100uL,A,171128,15:45pm,gcamp,2.9871882818,0.6790878754,0.3209121246,0.3581757508
171129-05-bottom,171129,04:29:00 PM,04:44:00 PM,f,False,milliQ_water_100uL,A,171128,16:45pm,gcamp,2.7377388934,0.4137931034,0.5862068966,-0.1724137931
171130-01-top,171130,10:40:00 AM,10:55:00 AM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,2.9874632624,0.4521690768,0.5478309232,-0.0956618465
171130-01-bottom,171130,10:40:00 AM,10:55:00 AM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,2.2356450867,0.244852532,0.755147468,-0.510294936
171130-02-top,171130,11:16:00 AM,11:31:00 AM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,2.2146423327,0.4421579533,0.5578420467,-0.1156840934
171130-02-bottom,171130,11:16:00 AM,11:31:00 AM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,2.3323426552,0.0378197998,0.9621802002,-0.9243604004
171130-04-top,171130,12:16:00 PM,12:31:00 PM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,3.4430622206,0.6642579211,0.3357420789,0.3285158421
171130-04-bottom,171130,12:16:00 PM,12:31:00 PM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,2.5872575226,0.6857619577,0.3142380423,0.3715239155
171130-05-top,171130,12:51:00 PM,01:06:00 PM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,1.3357090838,0.7880978865,0.2119021135,0.5761957731
171130-05-bottom,171130,12:51:00 PM,01:06:00 PM,m,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,1.8007047856,0.4074485825,0.5925514175,-0.1851028349
171130-06-top,171130,03:29:00 PM,03:44:00 PM,m,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,3.4603214497,0.4082313682,0.5917686318,-0.1835372636
171130-06-bottom,171130,03:29:00 PM,03:44:00 PM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,2.5509558956,0.468298109,0.531701891,-0.063403782
171130-07-top,171130,04:03:00 PM,04:18:00 PM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,0.9248476119,0.8587319244,0.1412680756,0.7174638487
171130-07-bottom,171130,04:03:00 PM,04:18:00 PM,,True,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,5.8358146756,0.5895439377,0.4104560623,0.1790878754
171130-08-bottom,171130,04:38:00 PM,04:53:00 PM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,2.4530048219,0.5139043382,0.4860956618,0.0278086763
171214-03-top,171214,11:48:00 AM,12:03:00 PM,m,False,filtered_food_odor_100uL,A,171213,10:15:00 AM,gcamp,2.0912403419,0.7863105175,0.2136894825,0.5726210351
171214-03-bottom,171214,11:48:00 AM,12:03:00 PM,f,False,filtered_food_odor_100uL,A,171213,10:15:00 AM,gcamp,2.5435823304,0.3998887653,0.6001112347,-0.2002224694
171214-06-top,171214,02:06:00 PM,02:21:00 PM,m,False,filtered_food_odor_100uL,A,171213,10:15:00 AM,orco5_gcamp,1.9727263645,0.5275152863,0.4724847137,0.0550305725
171214-06-bottom,171214,02:06:00 PM,02:21:00 PM,f,False,filtered_food_odor_100uL,A,171213,10:15:00 AM,orco5_gcamp,1.79149393,0.4710789766,0.5289210234,-0.0578420467
171214-07-top,171214,02:41:00 PM,02:56:00 PM,f,False,filtered_food_odor_100uL,A,171213,10:15:00 AM,orco5_gcamp,3.3301524534,0.5517241379,0.4482758621,0.1034482759
171214-07-bottom,171214,02:41:00 PM,02:56:00 PM,m,False,filtered_food_odor_100uL,A,171213,10:15:00 AM,orco5_gcamp,1.657738941,0.4727474972,0.5272525028,-0.0545050056
171214-08-top,171214,03:16:00 PM,03:31:00 PM,m,False,milliQ_water_100uL,A,171213,10:15:00 AM,orco5_gcamp,3.0632272236,0.4538375973,0.5461624027,-0.0923248053
171214-08-bottom,171214,03:16:00 PM,03:31:00 PM,m,False,milliQ_water_100uL,A,171213,10:15:00 AM,orco5_gcamp,1.8970782049,0.8337041157,0.1662958843,0.6674082314
171214-09-top,171214,03:50:00 PM,04:05:00 PM,m,False,milliQ_water_100uL,A,171213,10:15:00 AM,orco5_gcamp,3.0605097851,0.7296996663,0.2703003337,0.4593993326
171214-09-bottom,171214,03:50:00 PM,04:05:00 PM,m,False,milliQ_water_100uL,A,171213,10:15:00 AM,orco5_gcamp,2.3451387304,0.59032796,0.40967204,0.18065592
171214-10-top,171214,04:24:00 PM,04:39:00 PM,f,False,milliQ_water_100uL,A,171213,10:15:00 AM,orco5_gcamp,1.6651584729,0.1963292547,0.8036707453,-0.6073414905
171214-10-bottom,171214,04:24:00 PM,04:39:00 PM,m,False,milliQ_water_100uL,A,171213,10:15:00 AM,orco5_gcamp,1.6933517112,0.2285873192,0.7714126808,-0.5428253615
171215-09-top,171215,03:54:00 PM,04:09:00 PM,f,False,milliQ_water_100uL,A,121214,09:45:00 AM,orco5_gcamp,4.0534807074,0.3804226919,0.6195773081,-0.2391546162
171215-09-bottom,171215,03:54:00 PM,04:09:00 PM,f,False,milliQ_water_100uL,A,121214,09:45:00 AM,orco5_gcamp,2.5684364607,0.6952169077,0.3047830923,0.3904338154
171215-10-top,171215,04:31:00 PM,04:46:00 PM,f,False,milliQ_water_100uL,A,121214,09:45:00 AM,orco5_gcamp,1.4269749959,0.4833147942,0.5166852058,-0.0333704116
171215-10-bottom,171215,04:31:00 PM,04:46:00 PM,f,False,milliQ_water_100uL,A,121214,09:45:00 AM,orco5_gcamp,1.5141902019,0.2074527253,0.7925472747,-0.5850945495
171218-01-top,171218,11:01:00 AM,11:16:00 AM,m,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,1.7166862026,0.4043381535,0.5956618465,-0.191323693
171218-01-bottom,171218,11:01:00 AM,11:16:00 AM,m,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,3.5874250191,0.5684093437,0.4315906563,0.1368186874
171218-02-top,171218,11:37:00 AM,11:52:00 AM,m,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,2.4873346572,0.552836485,0.447163515,0.10567297
171218-02-bottom,171218,11:37:00 AM,11:52:00 AM,f,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,2.6387132265,0.7680756396,0.2319243604,0.5361512792
171218-03-top,171218,12:52:00 PM,01:07:00 PM,f,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,1.8167915405,0.4994438265,0.5005561735,-0.0011123471
171218-03-bottom,171218,12:52:00 PM,01:07:00 PM,,True,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,2.4026155016,0.3581757508,0.6418242492,-0.2836484983
171218-04-top,171218,01:25:00 PM,01:40:00 PM,f,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,2.3326360351,0.4110122358,0.5889877642,-0.1779755284
171218-04-bottom,171218,01:25:00 PM,01:40:00 PM,m,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,2.4132748433,0.5695216908,0.4304783092,0.1390433815
171218-05-top,171218,02:17:00 PM,02:32:00 PM,,True,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,2.6163059797,0.5311457175,0.4688542825,0.0622914349
171218-05-bottom,171218,02:17:00 PM,02:32:00 PM,m,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,1.2360060211,0.6640711902,0.3359288098,0.3281423804
171218-06-top,171218,02:52:00 PM,03:07:00 PM,m,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,3.051758111,0.2880978865,0.7119021135,-0.4238042269
171218-06-bottom,171218,02:52:00 PM,03:07:00 PM,f,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,2.4719893231,0.414118955,0.585881045,-0.1717620901
171218-07-top,171218,03:27:00 PM,03:42:00 PM,m,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,2.5083152638,0.4130072262,0.5864369094,-0.1734296832
171218-07-bottom,171218,03:27:00 PM,03:42:00 PM,m,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,2.2616132981,0.4791550862,0.5208449138,-0.0416898277
171218-08-top,171218,04:03:00 PM,04:18:00 PM,m,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,2.5173642476,0.6151279199,0.3848720801,0.2302558398
171218-08-bottom,171218,04:03:00 PM,04:18:00 PM,,True,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,3.0512343961,0.5494994438,0.4505005562,0.0989988877
171218-09-top,171218,04:37:00 PM,04:52:00 PM,m,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,3.2958230734,0.7015008338,0.2984991662,0.4030016676
171218-09-bottom,171218,04:37:00 PM,04:52:00 PM,f,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,3.4460654391,0.3309232481,0.6690767519,-0.3381535039
171218-10-top,171218,05:11:00 PM,05:26:00 PM,,True,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,1.3465389006,0.3073929961,0.6926070039,-0.3852140078
171218-10-bottom,171218,05:11:00 PM,05:26:00 PM,m,False,filtered_food_odor_100uL,A,171217,11:15:00 AM,gr3_gcamp,2.5895318939,0.4438264739,0.5561735261,-0.1123470523
180112-01-top,180112,10:30:00 AM,10:45:00 AM,f,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,1.8644045542,0.4771968854,0.5228031146,-0.0456062291
180112-01-bottom,180112,10:30:00 AM,10:45:00 AM,m,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,4.1050844932,0.4221357063,0.5778642937,-0.1557285873
180112-02-top,180112,11:07:00 AM,11:22:00 AM,m,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,2.2601965093,0.5072302558,0.4927697442,0.0144605117
180112-02-bottom,180112,11:07:00 AM,11:22:00 AM,m,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,1.966212413,0.1290322581,0.8709677419,-0.7419354839
180112-03-top,180112,11:43:00 AM,11:58:00 AM,f,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,7.0033634316,0.5113952196,0.4886047804,0.0227904391
180112-03-bottom,180112,11:43:00 AM,11:58:00 AM,f,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,4.8458109757,0.5586436909,0.4413563091,0.1172873819
180112-04-top,180112,01:01:00 PM,01:16:00 PM,f,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,2.5097094644,0.542269188,0.457730812,0.084538376
180112-04-bottom,180112,01:01:00 PM,01:16:00 PM,m,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,1.7842913839,0.5764313508,0.4235686492,0.1528627015
180112-05-top,180112,01:41:00 PM,01:56:00 PM,m,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,1.3452932422,0.4866518354,0.5133481646,-0.0266963293
180112-05-bottom,180112,01:41:00 PM,01:56:00 PM,f,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,3.8300210006,0.5989988877,0.4010011123,0.1979977753
180112-06-top,180112,02:16:00 PM,02:31:00 PM,,True,milliQ_water_100uL,A,180111,10:30:00 AM,wt,5.7951814419,0.4833147942,0.5166852058,-0.0333704116
180112-06-bottom,180112,02:16:00 PM,02:31:00 PM,m,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,0.466889717,1,0,1
180112-07-top,180112,02:51:00 PM,03:06:00 PM,f,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,2.8297418732,0.5489432703,0.4510567297,0.0978865406
180112-07-bottom,180112,02:51:00 PM,03:06:00 PM,f,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,1.8721760784,0.7385984427,0.2614015573,0.4771968854
180112-08-top,180112,03:28:00 PM,03:43:00 PM,f,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,2.0243684818,0.6434927697,0.3565072303,0.2869855395
180112-08-bottom,180112,03:28:00 PM,03:43:00 PM,f,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,2.4652017413,0.7119021135,0.2880978865,0.4238042269
180112-09-top,180112,04:03:00 PM,04:18:00 PM,m,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,3.7806041722,0.5289210234,0.4710789766,0.0578420467
180112-09-bottom,180112,04:03:00 PM,04:18:00 PM,f,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,2.7432445808,0.5239154616,0.4760845384,0.0478309232
180112-10-top,180112,04:38:00 PM,04:53:00 PM,m,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,1.9612954943,0.4580322401,0.5419677599,-0.0839355197
180112-10-bottom,180112,04:38:00 PM,04:53:00 PM,m,False,milliQ_water_100uL,A,180111,10:30:00 AM,wt,3.3402184582,0.5478309232,0.4521690768,0.0956618465
180222-01-top,180222,10:20:00 AM,10:35:00 AM,f,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,0.8954131482,0.6312569522,0.3687430478,0.2625139043
180222-02-top,180222,11:10:00 AM,11:25:00 AM,m,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,3.066001815,0.6040044494,0.3959955506,0.2080088988
180222-02-bottom,180222,11:10:00 AM,11:25:00 AM,m,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,1.8010069329,0.7313681869,0.2686318131,0.4627363737
180222-03-top,180222,12:38:00 PM,12:53:00 PM,m,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,2.6191487476,0.6392440245,0.3607559755,0.2784880489
180222-03-bottom,180222,12:38:00 PM,12:53:00 PM,f,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,1.4313746663,0.4791550862,0.5208449138,-0.0416898277
180222-04-top,180222,01:10:00 PM,01:25:00 PM,m,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,2.8016704612,0.3348164627,0.6651835373,-0.3303670745
180222-04-bottom,180222,01:10:00 PM,01:25:00 PM,m,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,1.3537151252,0.9649610679,0.0350389321,0.9299221357
180222-05-top,180222,02:47:00 PM,03:05:00 PM,m,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,2.3114583884,0.4421579533,0.5578420467,-0.1156840934
180222-05-bottom,180222,02:47:00 PM,03:05:00 PM,m,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,0.8379875893,0.3203559511,0.6796440489,-0.3592880979
180222-06-top,180222,03:25:00 PM,03:40:00 PM,m,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,1.6375787579,0.8120133482,0.1879866518,0.6240266963
180222-06-bottom,180222,03:25:00 PM,03:40:00 PM,m,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,6.2909845188,0.446051168,0.553948832,-0.1078976641
180222-07-top,180222,04:00:00 PM,04:15:00 PM,m,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,2.1291491773,0.2708565072,0.7291434928,-0.4582869855
180222-07-bottom,180222,04:00:00 PM,04:15:00 PM,f,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,5.0590208536,0.5767519466,0.4232480534,0.1535038932
180222-08-top,180222,04:35:00 PM,04:50:00 PM,m,False,1-octen-3-ol_100um,A,180221,09:30:00 AM,gcamp,2.3849590766,0.4060066741,0.5939933259,-0.1879866518
180312-01-top,180312,10:25:00 AM,10:40:00 AM,f,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,2.5097729711,0.6129032258,0.3870967742,0.2258064516
180312-01-bottom,180312,10:25:00 AM,10:40:00 AM,m,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,2.4602721415,0.2180200222,0.7819799778,-0.5639599555
180312-02-top,180312,11:00:00 AM,11:15:00 AM,m,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,1.502262853,0.5773081201,0.4226918799,0.1546162403
180312-02-bottom,180312,11:00:00 AM,11:15:00 AM,f,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,3.4188105119,0.5506117909,0.4493882091,0.1012235818
180312-03-top,180312,11:37:00 AM,11:54:00 AM,f,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,2.8775157233,0.8064516129,0.1935483871,0.6129032258
180312-03-bottom,180312,11:37:00 AM,11:54:00 AM,f,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,3.8021096674,0.5467185762,0.4532814238,0.0934371524
180312-04-top,180312,01:10:00 PM,01:25:00 PM,m,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,2.7782090419,0.4738598443,0.5261401557,-0.0522803115
180312-04-bottom,180312,01:10:00 PM,01:25:00 PM,m,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,1.453359717,0.4432703003,0.5567296997,-0.1134593993
180312-05-bottom,180312,01:48:00 PM,02:03:00 PM,m,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,5.0346331091,0.435483871,0.564516129,-0.1290322581
180312-06-top,180312,02:25:00 PM,02:40:00 PM,f,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,4.7779329167,0.2936596218,0.7063403782,-0.4126807564
180312-06-bottom,180312,02:25:00 PM,02:40:00 PM,f,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,4.608486044,0.4530294608,0.5469705392,-0.0939410784
180312-07-top,180312,04:17:00 PM,04:32:00 PM,f,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,2.4448553757,0.60567297,0.39432703,0.2113459399
180312-07-bottom,180312,04:17:00 PM,04:32:00 PM,f,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,1.8483109994,0.8342602892,0.1657397108,0.6685205784
180312-08-top,180312,04:55:00 PM,05:10:00 PM,f,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,4.9299297518,0.5672969967,0.4327030033,0.1345939933
180312-08-bottom,180312,04:55:00 PM,05:45:00 PM,m,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,1.456359465,0.0394883204,0.9605116796,-0.9210233593
180312-09-bottom,180312,05:30:00 PM,05:45:00 PM,f,False,1-octen-3-ol_100um,A,180311,09:30:00 AM,orco5_gcamp,2.9334564659,0.575319622,0.424680378,0.150639244
180313-01-top,180313,10:32:00 AM,10:47:00 AM,f,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,4.2583821453,0.5639599555,0.4360400445,0.127919911
180313-01-bottom,180313,10:32:00 AM,10:47:00 AM,m,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,2.9221391918,0.4004449388,0.5995550612,-0.1991101224
180313-02-top,180313,11:08:00 AM,11:23:00 AM,m,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,3.0929670874,0.3946637021,0.6053362979,-0.2106725959
180313-02-bottom,180313,11:08:00 AM,11:23:00 AM,m,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,3.0420826872,0.4271412681,0.5728587319,-0.1457174638
180313-03-top,180313,11:42:00 AM,11:57:00 AM,m,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,3.59073381,0.529771842,0.470228158,0.0595436839
180313-03-bottom,180313,11:42:00 AM,11:57:00 AM,f,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,4.3063843623,0.6407119021,0.3592880979,0.2814238042
180313-04-top,180313,12:52:00 PM,01:13:00 PM,f,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,2.1869830792,0.6907675195,0.3092324805,0.3815350389
180313-05-top,180313,01:30:00 PM,01:45:00 PM,f,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,3.5416913319,0.2819799778,0.7180200222,-0.4360400445
180313-05-bottom,180313,01:30:00 PM,01:45:00 PM,m,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,3.6867425324,0.7178631052,0.2821368948,0.4357262104
180313-06-top,180313,02:03:00 PM,02:19:00 PM,m,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,2.6229631032,0.6117908788,0.3882091212,0.2235817575
180313-06-bottom,180313,02:03:00 PM,02:19:00 PM,m,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,1.5188097056,0.3242491657,0.6757508343,-0.3515016685
180313-07-top,180313,02:38:00 PM,02:53:00 PM,f,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,3.9055088458,0.4933259177,0.5066740823,-0.0133481646
180313-07-bottom,180313,02:38:00 PM,02:53:00 PM,m,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,3.3036565985,0.3815350389,0.6184649611,-0.2369299221
180313-08-top,180313,03:13:00 PM,03:29:00 PM,m,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,2.9496847173,0.7680756396,0.2319243604,0.5361512792
180313-08-bottom,180313,03:13:00 PM,03:29:00 PM,m,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,3.7907628986,0.626459144,0.373540856,0.2529182879
180313-09-top,180313,03:50:00 PM,04:05:00 PM,f,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,3.8104998444,0.564758199,0.435241801,0.129516398
180313-09-bottom,180313,03:50:00 PM,04:05:00 PM,m,False,1-octen-3-ol_100um,A,180312,09:30:00 AM,gr3_gcamp,2.2170942612,0.1935483871,0.8064516129,-0.6129032258
